Name,Protein identifier,Contig id,Start,Stop,Strand,Gene symbol,Sequence name,Scope,Element type,Element subtype,Class,Subclass,Method,Target length,Reference sequence length,% Coverage of reference sequence,% Identity to reference sequence,Alignment length,Accession of closest sequence,Name of closest sequence,HMM id,HMM description
INOH3078bi,NA,NODE_25_length_68079_cov_7.027184,61208,62041,-,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,278,278,100,100,278,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,NA,NA
INOH3078bi,NA,NODE_25_length_68079_cov_7.027184,62044,62844,-,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100,100,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,NA,NA
INOH3078bi,NA,NODE_25_length_68079_cov_7.027184,62908,63720,-,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100,100,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,NA,NA
INOH3078bi,NA,NODE_2_length_284815_cov_33.548083,163581,164711,-,blaEC,BlaEC family class C beta-lactamase,plus,AMR,AMR,BETA-LACTAM,BETA-LACTAM,EXACTX,377,377,100,100,377,ABS58643.1,BlaEC family class C beta-lactamase,NA,NA
INOH3078bi,NA,NODE_36_length_36959_cov_27.811530,2574,2903,-,emrE,multidrug efflux SMR transporter EmrE,plus,STRESS,BIOCIDE,EFFLUX,EFFLUX,BLASTX,110,110,100,98.18,110,CAA77936.1,multidrug efflux SMR transporter EmrE,NA,NA
INOH3078bi,NA,NODE_3_length_281195_cov_32.772274,158442,162689,-,fdeC,inverse autotransporter adhesin FdeC,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,1416,1416,100,94.35,1416,ABE05822.1,inverse autotransporter adhesin FdeC,NA,NA
INOH3078bi,NA,NODE_3_length_281195_cov_32.772274,180325,180891,+,hsp20,small heat shock protein sHSP20,plus,STRESS,HEAT,NA,NA,BLASTX,189,189,100,98.41,189,CDY80020.1,small heat shock protein sHSP20,NA,NA
INOH3078bi,NA,NODE_3_length_281195_cov_32.772274,181000,183846,+,clpK,heat shock survival AAA family ATPase ClpK,plus,STRESS,HEAT,NA,NA,EXACTX,949,949,100,100,949,ASF80763.1,heat shock survival AAA family ATPase ClpK,NA,NA
INOH3078bi,NA,NODE_3_length_281195_cov_32.772274,185916,186371,+,shsP,small heat shock protein sHSP20-GI,plus,STRESS,HEAT,NA,NA,BLASTX,152,152,100,99.34,152,ASF80771.1,small heat shock protein sHSP20-GI,NA,NA
INOH3078bi,NA,NODE_3_length_281195_cov_32.772274,186397,187308,+,yfdX1,heat resistance protein YfdX1,plus,STRESS,HEAT,NA,NA,EXACTX,304,304,100,100,304,APX31172.1,heat resistance protein YfdX1,NA,NA
INOH3078bi,NA,NODE_3_length_281195_cov_32.772274,187414,188298,+,yfdX2,heat resistance protein YfdX2,plus,STRESS,HEAT,NA,NA,BLASTX,295,295,100,98.31,295,ASF80766.1,heat resistance protein YfdX2,NA,NA
INOH3078bi,NA,NODE_3_length_281195_cov_32.772274,188391,188999,+,hdeD-GI,heat resistance membrane protein HdeD-GI,plus,STRESS,HEAT,NA,NA,BLASTX,203,203,100,98.03,203,APX31174.1,heat resistance membrane protein HdeD-GI,NA,NA
INOH3078bi,NA,NODE_3_length_281195_cov_32.772274,190217,190654,+,trxLHR,heat resistance system thioredoxin Trx-GI,plus,STRESS,HEAT,NA,NA,EXACTX,146,146,100,100,146,APX31176.1,heat resistance system thioredoxin Trx-GI,NA,NA
INOH3078bi,NA,NODE_3_length_281195_cov_32.772274,190661,192373,+,kefB-GI,heat resistance system K+/H+ antiporter KefB-GI,plus,STRESS,HEAT,NA,NA,BLASTX,571,571,100,99.65,571,APX31177.1,heat resistance system K+/H+ antiporter KefB-GI,NA,NA
INOH3078bi,NA,NODE_3_length_281195_cov_32.772274,192373,192867,+,psi-GI,heat resistance protein PsiE-GI,plus,STRESS,HEAT,NA,NA,EXACTX,165,165,100,100,165,APX31178.1,heat resistance protein PsiE-GI,NA,NA
INOH3078bi,NA,NODE_60_length_1525_cov_7.137315,184,654,-,dfrA14,trimethoprim-resistant dihydrofolate reductase DfrA14,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,157,157,100,100,157,WP_004201280.1,trimethoprim-resistant dihydrofolate reductase DfrA14,NA,NA
INOH3078bi,NA,NODE_6_length_203026_cov_28.233094,169924,171279,-,glpT_E448K,Escherichia fosfomycin resistant GlpT,core,AMR,POINT,FOSFOMYCIN,FOSFOMYCIN,POINTX,452,452,100,99.78,452,WP_000948731.1,glycerol-3-phosphate transporter GlpT,NA,NA
INOH3078bi,NA,NODE_7_length_195844_cov_25.468477,91958,92221,-,ariR,biofilm/acid-resistance regulator AriR,plus,STRESS,ACID,NA,NA,BLASTX,88,88,100,98.86,88,AAC74250.1,biofilm/acid-resistance regulator AriR,NA,NA
INOH3078bi,NA,NODE_9_length_172673_cov_32.730487,164180,167281,+,acrF,multidrug efflux RND transporter permease subunit AcrF,plus,AMR,AMR,EFFLUX,EFFLUX,BLASTX,1034,1034,100,99.52,1034,AAC76298.1,multidrug efflux RND transporter permease subunit AcrF,NA,NA
INOH3118bi,NA,NODE_10_length_185654_cov_34.098504,30235,30804,+,lpfA-O113,long polar fimbria major subunit LpfA-O113,plus,VIRULENCE,VIRULENCE,NA,NA,EXACTX,190,190,100,100,190,AAT76975.1,long polar fimbria major subunit LpfA-O113,NA,NA
INOH3118bi,NA,NODE_11_length_174340_cov_34.504141,40025,41113,+,pmrB_Y358N,Escherichia colistin resistant PmrB,core,AMR,POINT,COLISTIN,COLISTIN,POINTX,363,363,100,99.45,363,WP_001300761.1,two-component system sensor histidine kinase PmrB,NA,NA
INOH3118bi,NA,NODE_1_length_767197_cov_27.579513,573734,575089,-,glpT_E448K,Escherichia fosfomycin resistant GlpT,core,AMR,POINT,FOSFOMYCIN,FOSFOMYCIN,POINTX,452,452,100,99.78,452,WP_000948731.1,glycerol-3-phosphate transporter GlpT,NA,NA
INOH3118bi,NA,NODE_20_length_25460_cov_12.498679,3553,4365,+,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100,100,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,NA,NA
INOH3118bi,NA,NODE_20_length_25460_cov_12.498679,4429,5229,+,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100,100,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,NA,NA
INOH3118bi,NA,NODE_20_length_25460_cov_12.498679,5232,6065,+,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,278,278,100,100,278,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,NA,NA
INOH3118bi,NA,NODE_20_length_25460_cov_12.498679,6792,7649,-,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100,100,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,NA,NA
INOH3118bi,NA,NODE_20_length_25460_cov_12.498679,13011,13664,+,qnrS1,quinolone resistance pentapeptide repeat protein QnrS1,core,AMR,AMR,QUINOLONE,QUINOLONE,ALLELEX,218,218,100,100,218,WP_001516695.1,quinolone resistance pentapeptide repeat protein QnrS1,NA,NA
INOH3118bi,NA,NODE_22_length_14816_cov_16.290956,2738,3934,+,tet(A),tetracycline efflux MFS transporter Tet(A),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,399,399,100,100,399,WP_000804064.1,tetracycline efflux MFS transporter Tet(A),NA,NA
INOH3118bi,NA,NODE_25_length_2028_cov_12.992224,284,754,-,dfrA14,trimethoprim-resistant dihydrofolate reductase DfrA14,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,157,157,100,100,157,WP_004201280.1,trimethoprim-resistant dihydrofolate reductase DfrA14,NA,NA
INOH3118bi,NA,NODE_2_length_714285_cov_25.365116,105669,105932,+,ariR,biofilm/acid-resistance regulator AriR,plus,STRESS,ACID,NA,NA,EXACTX,88,88,100,100,88,AAC74250.1,biofilm/acid-resistance regulator AriR,NA,NA
INOH3118bi,NA,NODE_3_length_684371_cov_32.575103,5225,8326,-,acrF,multidrug efflux RND transporter permease subunit AcrF,plus,AMR,AMR,EFFLUX,EFFLUX,BLASTX,1034,1034,100,99.61,1034,AAC76298.1,multidrug efflux RND transporter permease subunit AcrF,NA,NA
INOH3118bi,NA,NODE_4_length_429093_cov_30.640708,407448,411689,-,fdeC,inverse autotransporter adhesin FdeC,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,1414,1416,99.93,92.51,1415,ABE05822.1,inverse autotransporter adhesin FdeC,NA,NA
INOH3118bi,NA,NODE_6_length_253062_cov_33.354056,75646,76875,+,mdtM,multidrug efflux MFS transporter MdtM,plus,AMR,AMR,EFFLUX,EFFLUX,BLASTX,410,410,100,97.8,410,AAC77293.1,multidrug efflux MFS transporter MdtM,NA,NA
INOH3118bi,NA,NODE_6_length_253062_cov_33.354056,246672,247802,+,blaEC,BlaEC family class C beta-lactamase,plus,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,377,377,100,99.73,377,WP_063860256.1,extended-spectrum class C beta-lactamase EC-18,NA,NA
INOH3118bi,NA,NODE_8_length_211472_cov_31.882473,15361,16779,-,espX1,type III secretion system effector EspX1,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,473,473,100,91.75,473,ADD54679.1,type III secretion system effector EspX1,NA,NA
INOH3128ai,NA,NODE_12_length_213638_cov_28.788320,52730,53599,-,blaOXY-5-5,extended-spectrum class A beta-lactamase OXY-5-5,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,290,290,100,100,290,WP_109213213.1,extended-spectrum class A beta-lactamase OXY-5-5,NA,NA
INOH3128ai,NA,NODE_20_length_108115_cov_36.847773,9988,11376,-,uhpT_E350Q,Escherichia fosfomycin resistant UhpT,core,AMR,POINT,FOSFOMYCIN,FOSFOMYCIN,POINTX,463,463,100,95.25,463,WP_000879194.1,hexose phosphate transporter UhpT,NA,NA
INOH3128ai,NA,NODE_20_length_108115_cov_36.847773,19568,20749,+,emrD,multidrug efflux MFS transporter EmrD,plus,AMR,AMR,EFFLUX,EFFLUX,BLASTX,394,394,100,94.67,394,ACN65732.1,multidrug efflux MFS transporter EmrD,NA,NA
INOH3128ai,NA,NODE_21_length_108000_cov_37.150397,38246,39133,-,fieF,CDF family cation-efflux transporter FieF,plus,STRESS,METAL,NA,NA,BLASTX,296,300,98.67,92.91,296,BAB89353.1,CDF family cation-efflux transporter FieF,NA,NA
INOH3128ai,NA,NODE_25_length_37375_cov_14.008021,100,3213,-,silA,Cu(+)/Ag(+) efflux RND transporter permease subunit SilA,plus,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,BLASTX,1038,1048,99.05,99.42,1038,AAD11749.1,Cu(+)/Ag(+) efflux RND transporter permease subunit SilA,NA,NA
INOH3128ai,NA,NODE_25_length_37375_cov_14.008021,3227,4516,-,silB,Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB,plus,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,BLASTX,430,430,100,97.91,430,AAD11748.1,Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB,NA,NA
INOH3128ai,NA,NODE_25_length_37375_cov_14.008021,4633,4983,-,silF,Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF,plus,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,BLASTX,117,117,100,99.15,117,KGL71342.1,Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF,NA,NA
INOH3128ai,NA,NODE_25_length_37375_cov_14.008021,5015,6397,-,silC,Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC,plus,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,BLASTX,461,461,100,98.26,461,SPD96884.1,Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC,NA,NA
INOH3128ai,NA,NODE_25_length_37375_cov_14.008021,6587,7264,+,silR,copper/silver response regulator transcription factor SilR,plus,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,BLASTX,226,226,100,97.79,226,SPD96883.1,copper/silver response regulator transcription factor SilR,NA,NA
INOH3128ai,NA,NODE_25_length_37375_cov_14.008021,7260,8729,+,silS,copper/silver sensor histidine kinase SilS,plus,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,BLASTX,490,491,99.8,98.78,490,SPD96882.1,copper/silver sensor histidine kinase SilS,NA,NA
INOH3128ai,NA,NODE_25_length_37375_cov_14.008021,8981,9409,+,silE,silver-binding protein SilE,plus,STRESS,METAL,SILVER,SILVER,BLASTX,143,143,100,80.42,143,AAD11743.1,silver-binding protein SilE,NA,NA
INOH3128ai,NA,NODE_25_length_37375_cov_14.008021,11484,11909,-,merR,mercury resistance transcriptional regulator MerR,plus,STRESS,METAL,MERCURY,MERCURY,BLASTX,142,144,98.61,92.96,142,CAA77320.1,mercury resistance transcriptional regulator MerR,NA,NA
INOH3128ai,NA,NODE_25_length_37375_cov_14.008021,11981,12328,+,merT,mercuric transport protein MerT,plus,STRESS,METAL,MERCURY,MERCURY,EXACTX,116,116,100,100,116,CAA70196.1,mercuric transport protein MerT,NA,NA
INOH3128ai,NA,NODE_25_length_37375_cov_14.008021,12347,12619,+,merP,mercury resistance system periplasmic binding protein MerP,plus,STRESS,METAL,MERCURY,MERCURY,BLASTX,91,91,100,94.51,91,AAC38219.1,mercury resistance system periplasmic binding protein MerP,NA,NA
INOH3128ai,NA,NODE_25_length_37375_cov_14.008021,14796,15158,+,merD,mercury resistance co-regulator MerD,plus,STRESS,METAL,MERCURY,MERCURY,BLASTX,121,121,100,90.91,121,AAC38221.1,mercury resistance co-regulator MerD,NA,NA
INOH3128ai,NA,NODE_25_length_37375_cov_14.008021,15158,15391,+,merE,broad-spectrum mercury transporter MerE,plus,STRESS,METAL,MERCURY,MERCURY,BLASTX,78,78,100,96.15,78,AAC38236.1,broad-spectrum mercury transporter MerE,NA,NA
INOH3128ai,NA,NODE_32_length_18580_cov_13.312483,764,3232,+,silP,Ag(+)-translocating P-type ATPase SilP,plus,STRESS,METAL,SILVER,SILVER,BLASTX,823,824,100,98.42,824,AAD11750.1,Ag(+)-translocating P-type ATPase SilP,NA,NA
INOH3128ai,NA,NODE_32_length_18580_cov_13.312483,5217,7031,+,pcoA,multicopper oxidase PcoA,plus,STRESS,METAL,COPPER,COPPER,BLASTX,605,605,100,99.83,605,CAA58525.1,multicopper oxidase PcoA,NA,NA
INOH3128ai,NA,NODE_32_length_18580_cov_13.312483,7040,7927,+,pcoB,copper-binding protein PcoB,plus,STRESS,METAL,COPPER,COPPER,EXACTX,296,296,100,100,296,CAA58526.1,copper-binding protein PcoB,NA,NA
INOH3128ai,NA,NODE_32_length_18580_cov_13.312483,7970,8347,+,pcoC,copper resistance system metallochaperone PcoC,plus,STRESS,METAL,COPPER,COPPER,BLASTX,126,126,100,99.21,126,CAA58527.1,copper resistance system metallochaperone PcoC,NA,NA
INOH3128ai,NA,NODE_32_length_18580_cov_13.312483,8355,9281,+,pcoD,copper resistance inner membrane protein PcoD,plus,STRESS,METAL,COPPER,COPPER,BLASTX,309,309,100,99.68,309,CAA58528.1,copper resistance inner membrane protein PcoD,NA,NA
INOH3128ai,NA,NODE_32_length_18580_cov_13.312483,9339,10016,+,pcoR,copper response regulator transcription factor PcoR,plus,STRESS,METAL,COPPER,COPPER,EXACTX,226,226,100,100,226,CAA58529.1,copper response regulator transcription factor PcoR,NA,NA
INOH3128ai,NA,NODE_32_length_18580_cov_13.312483,10016,11413,+,pcoS,copper resistance membrane spanning protein PcoS,plus,STRESS,METAL,COPPER,COPPER,BLASTX,466,466,100,99.14,466,CAA58530.1,copper resistance membrane spanning protein PcoS,NA,NA
INOH3128ai,NA,NODE_35_length_8805_cov_72.624742,6001,7749,-,arsA,arsenite efflux transporter ATPase subunit ArsA,plus,STRESS,METAL,ARSENIC,ARSENITE,BLASTX,583,583,100,99.14,583,AAB09626.1,arsenite efflux transporter ATPase subunit ArsA,NA,NA
INOH3128ai,NA,NODE_35_length_8805_cov_72.624742,7770,8129,-,arsD,arsenite efflux transporter metallochaperone ArsD,plus,STRESS,METAL,ARSENIC,ARSENITE,BLASTX,120,120,100,98.33,120,AAB09625.1,arsenite efflux transporter metallochaperone ArsD,NA,NA
INOH3128ai,NA,NODE_35_length_8805_cov_72.624742,8180,8530,-,arsR,As(III)-sensing metalloregulatory transcriptional repressor ArsR,plus,STRESS,METAL,ARSENIC,ARSENIC,EXACTX,117,117,100,100,117,AAB09624.1,As(III)-sensing metalloregulatory transcriptional repressor ArsR,NA,NA
INOH3128ai,NA,NODE_6_length_346452_cov_20.237757,271735,274884,-,oqxB,multidrug efflux RND transporter permease subunit OqxB,core,AMR,AMR,PHENICOL/QUINOLONE,PHENICOL/QUINOLONE,BLASTX,1050,1050,100,97.14,1050,WP_012967412.1,multidrug efflux RND transporter permease subunit OqxB9,NA,NA
INOH3128ai,NA,NODE_6_length_346452_cov_20.237757,274912,276084,-,oqxA,multidrug efflux RND transporter periplasmic adaptor subunit OqxA,core,AMR,AMR,PHENICOL/QUINOLONE,PHENICOL/QUINOLONE,BLASTX,391,391,100,90.28,391,WP_002914189.1,multidrug efflux RND transporter periplasmic adaptor subunit OqxA,NA,NA
INOH3154ci,NA,NODE_10_length_93170_cov_31.504722,48167,49297,+,blaEC,BlaEC family class C beta-lactamase,plus,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,377,377,100,98.41,377,WP_063610930.1,extended-spectrum class C beta-lactamase EC-15,NA,NA
INOH3154ci,NA,NODE_10_length_93170_cov_31.504722,70422,70535,+,astA,heat-stable enterotoxin EAST1,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,38,38,100,97.37,38,AAM88299.1,heat-stable enterotoxin EAST1,NA,NA
INOH3154ci,NA,NODE_78_length_15766_cov_31.310781,3686,4915,+,mdtM,multidrug efflux MFS transporter MdtM,plus,AMR,AMR,EFFLUX,EFFLUX,BLASTX,410,410,100,97.8,410,AAC77293.1,multidrug efflux MFS transporter MdtM,NA,NA
INOH3154ci,NA,NODE_8_length_112114_cov_34.909173,105386,106537,+,espX1,type III secretion system effector EspX1,plus,VIRULENCE,VIRULENCE,NA,NA,PARTIALX,384,473,81.18,90.36,384,ADD54679.1,type III secretion system effector EspX1,NA,NA
INOH3154ci,NA,NODE_95_length_9769_cov_30.150259,5393,8494,-,acrF,multidrug efflux RND transporter permease subunit AcrF,plus,AMR,AMR,EFFLUX,EFFLUX,BLASTX,1034,1034,100,99.61,1034,AAC76298.1,multidrug efflux RND transporter permease subunit AcrF,NA,NA
INOH3154di,NA,NODE_17_length_80536_cov_30.158522,9802,9915,-,astA,heat-stable enterotoxin EAST1,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,38,38,100,97.37,38,AAM88299.1,heat-stable enterotoxin EAST1,NA,NA
INOH3154di,NA,NODE_17_length_80536_cov_30.158522,31040,32170,-,blaEC,BlaEC family class C beta-lactamase,plus,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,377,377,100,98.41,377,WP_063610930.1,extended-spectrum class C beta-lactamase EC-15,NA,NA
INOH3154di,NA,NODE_68_length_21131_cov_29.674639,14405,15556,+,espX1,type III secretion system effector EspX1,plus,VIRULENCE,VIRULENCE,NA,NA,PARTIALX,384,473,81.18,90.36,384,ADD54679.1,type III secretion system effector EspX1,NA,NA
INOH3154di,NA,NODE_79_length_15766_cov_30.086360,10852,12081,-,mdtM,multidrug efflux MFS transporter MdtM,plus,AMR,AMR,EFFLUX,EFFLUX,BLASTX,410,410,100,97.8,410,AAC77293.1,multidrug efflux MFS transporter MdtM,NA,NA
INOH3154di,NA,NODE_95_length_9769_cov_28.428025,1276,4377,+,acrF,multidrug efflux RND transporter permease subunit AcrF,plus,AMR,AMR,EFFLUX,EFFLUX,BLASTX,1034,1034,100,99.61,1034,AAC76298.1,multidrug efflux RND transporter permease subunit AcrF,NA,NA
INOH3207ai,NA,NODE_11_length_151471_cov_32.465509,17239,18381,-,blaMIR-3,cephalosporin-hydrolyzing class C beta-lactamase MIR-3,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,381,381,100,100,381,WP_045418072.1,cephalosporin-hydrolyzing class C beta-lactamase MIR-3,NA,NA
INOH3207ai,NA,NODE_12_length_146882_cov_33.368537,3359,3787,-,silE,silver-binding protein SilE,plus,STRESS,METAL,SILVER,SILVER,EXACTX,143,143,100,100,143,AAD11743.1,silver-binding protein SilE,NA,NA
INOH3207ai,NA,NODE_12_length_146882_cov_33.368537,4041,5513,-,silS,copper/silver sensor histidine kinase SilS,plus,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,BLASTX,491,491,100,97.76,491,SPD96882.1,copper/silver sensor histidine kinase SilS,NA,NA
INOH3207ai,NA,NODE_12_length_146882_cov_33.368537,5509,6186,-,silR,copper/silver response regulator transcription factor SilR,plus,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,BLASTX,226,226,100,99.56,226,SPD96883.1,copper/silver response regulator transcription factor SilR,NA,NA
INOH3207ai,NA,NODE_12_length_146882_cov_33.368537,6376,7758,+,silC,Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC,plus,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,EXACTX,461,461,100,100,461,AAD11746.1,Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC,NA,NA
INOH3207ai,NA,NODE_12_length_146882_cov_33.368537,7789,8139,+,silF,Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF,plus,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,EXACTX,117,117,100,100,117,KGL71342.1,Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF,NA,NA
INOH3207ai,NA,NODE_12_length_146882_cov_33.368537,8256,9545,+,silB,Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB,plus,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,EXACTX,430,430,100,100,430,AAD11748.1,Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB,NA,NA
INOH3207ai,NA,NODE_12_length_146882_cov_33.368537,9559,12702,+,silA,Cu(+)/Ag(+) efflux RND transporter permease subunit SilA,plus,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,BLASTX,1048,1048,100,99.43,1048,AAD11749.1,Cu(+)/Ag(+) efflux RND transporter permease subunit SilA,NA,NA
INOH3207ai,NA,NODE_12_length_146882_cov_33.368537,13332,15815,+,silP,Ag(+)-translocating P-type ATPase SilP,plus,STRESS,METAL,SILVER,SILVER,BLASTX,828,824,99.88,93.97,829,AAD11750.1,Ag(+)-translocating P-type ATPase SilP,NA,NA
INOH3207ai,NA,NODE_12_length_146882_cov_33.368537,17786,19600,+,pcoA,multicopper oxidase PcoA,plus,STRESS,METAL,COPPER,COPPER,BLASTX,605,605,100,99.83,605,CAA58525.1,multicopper oxidase PcoA,NA,NA
INOH3207ai,NA,NODE_12_length_146882_cov_33.368537,19609,20496,+,pcoB,copper-binding protein PcoB,plus,STRESS,METAL,COPPER,COPPER,BLASTX,296,296,100,99.66,296,CAA58526.1,copper-binding protein PcoB,NA,NA
INOH3207ai,NA,NODE_12_length_146882_cov_33.368537,20539,20916,+,pcoC,copper resistance system metallochaperone PcoC,plus,STRESS,METAL,COPPER,COPPER,EXACTX,126,126,100,100,126,CAA58527.1,copper resistance system metallochaperone PcoC,NA,NA
INOH3207ai,NA,NODE_12_length_146882_cov_33.368537,20924,21850,+,pcoD,copper resistance inner membrane protein PcoD,plus,STRESS,METAL,COPPER,COPPER,EXACTX,309,309,100,100,309,CAA58528.1,copper resistance inner membrane protein PcoD,NA,NA
INOH3207ai,NA,NODE_12_length_146882_cov_33.368537,21908,22585,+,pcoR,copper response regulator transcription factor PcoR,plus,STRESS,METAL,COPPER,COPPER,EXACTX,226,226,100,100,226,CAA58529.1,copper response regulator transcription factor PcoR,NA,NA
INOH3207ai,NA,NODE_12_length_146882_cov_33.368537,22585,23982,+,pcoS,copper resistance membrane spanning protein PcoS,plus,STRESS,METAL,COPPER,COPPER,BLASTX,466,466,100,99.57,466,CAA58530.1,copper resistance membrane spanning protein PcoS,NA,NA
INOH3207ai,NA,NODE_12_length_146882_cov_33.368537,24203,24634,+,pcoE,copper resistance system metallochaperone PcoE,plus,STRESS,METAL,COPPER,COPPER,BLASTX,144,144,100,92.36,144,CAA58532.1,copper resistance system metallochaperone PcoE,NA,NA
INOH3207ai,NA,NODE_17_length_99647_cov_34.139410,22408,23796,-,uhpT_E350Q,Escherichia fosfomycin resistant UhpT,core,AMR,POINT,FOSFOMYCIN,FOSFOMYCIN,POINTX,463,463,100,94.38,463,WP_000879194.1,hexose phosphate transporter UhpT,NA,NA
INOH3207ai,NA,NODE_18_length_98135_cov_34.464248,50273,51145,+,fieF,CDF family cation-efflux transporter FieF,plus,STRESS,METAL,NA,NA,BLASTX,291,300,97,90.72,291,BAB89353.1,CDF family cation-efflux transporter FieF,NA,NA
INOH3207ai,NA,NODE_23_length_72480_cov_21.432033,2490,3662,+,oqxA,multidrug efflux RND transporter periplasmic adaptor subunit OqxA,core,AMR,AMR,PHENICOL/QUINOLONE,PHENICOL/QUINOLONE,BLASTX,391,391,100,93.35,391,WP_002914189.1,multidrug efflux RND transporter periplasmic adaptor subunit OqxA,NA,NA
INOH3207ai,NA,NODE_23_length_72480_cov_21.432033,3690,6842,+,oqxB,multidrug efflux RND transporter permease subunit OqxB,core,AMR,AMR,PHENICOL/QUINOLONE,PHENICOL/QUINOLONE,BLASTX,1051,1050,100,96.86,1051,WP_012967412.1,multidrug efflux RND transporter permease subunit OqxB9,NA,NA
INOH3207ai,NA,NODE_32_length_39154_cov_33.184637,17683,18105,+,fosA,FosA/FosA2 family fosfomycin resistance glutathione transferase,core,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,BLASTX,141,141,100,96.45,141,WP_025205684.1,fosfomycin resistance glutathione transferase FosA2,NA,NA
INOH3207ai,NA,NODE_3_length_269867_cov_21.097069,178412,181543,+,silA,Cu(+)/Ag(+) efflux RND transporter permease subunit SilA,plus,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,BLASTX,1044,1048,99.62,95.31,1044,AAD11749.1,Cu(+)/Ag(+) efflux RND transporter permease subunit SilA,NA,NA
INOH3207ai,NA,NODE_42_length_19645_cov_22.471298,17638,19254,+,mcr-10.1,phosphoethanolamine--lipid A transferase MCR-10.1,core,AMR,AMR,COLISTIN,COLISTIN,ALLELEX,539,539,100,100,539,WP_023332837.1,phosphoethanolamine--lipid A transferase MCR-10.1,NA,NA
INOH3207ai,NA,NODE_7_length_169054_cov_31.102157,8197,10083,+,parE_I355T,Escherichia quinolone resistant ParE,core,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,629,630,99.84,96.34,629,WP_033554192.1,DNA topoisomerase IV subunit B ParE,NA,NA
